Code Région;Région;Code Département;Nom Département;Code Type Prod;Type Production;ID_type_inj;Type Injection;Tranche;Stockage Existence;Fin De Trimestre;FA_en_cours_nbr;FA_en_cours_puiss;entrée_FA_nbr;entrée_FA_puiss;sortie_FA_nbr;sortie_FA_puiss
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;1;11.5
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;2;Injection du surplus;"a-]0;36]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"c-]100;250]";Non Dispo;2020-03-31;3;0.607;2;0.438;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;2;Injection du surplus;"a-]0;36]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"a-]0;36]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"d-]250;...[";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"b-]36;100]";Non Dispo;2020-03-31;0;0.0;0;0.0;1;0.045
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";NON;2021-09-30;0;0.0;29;0.08565;29;0.08565
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"b-]36;100]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"c-]100;250]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";NON;2020-09-30;0;0.0;0;0.0;3;2.97
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"c-]100;250]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"d-]250;...[";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";OUI;2020-12-31;3;0.00976;1;0.003;5;0.0195
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";OUI;2020-12-31;0;0.0;1;0.0048;1;0.0048
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"c-]100;250]";NON;2020-12-31;1;0.13;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";OUI;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";OUI;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"d-]250;...[";NON;2020-06-30;1;11.5;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"d-]250;...[";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";NON;2020-06-30;3;2.97;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"c-]100;250]";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"b-]36;100]";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"d-]250;...[";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";OUI;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"b-]36;100]";NON;2021-03-31;8;0.57607;3;0.22105;3;0.2352
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;2;Injection du surplus;"a-]0;36]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;3;Autoconsommation sans injection;"d-]250;...[";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";Non Dispo;2020-03-31;22;51.562;0;0.0;4;5.085
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"c-]100;250]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"b-]36;100]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"a-]0;36]";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";NON;2022-03-31;276;1.35095;335;1.54547;234;1.08663
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2022-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"c-]100;250]";NON;2021-06-30;1;0.13;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"d-]250;...[";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"b-]36;100]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"d-]250;...[";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"a-]0;36]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"b-]36;100]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";NON;2020-09-30;0;0.0;15;0.0338;15;0.0338
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"a-]0;36]";NON;2020-09-30;71;1.26571;12;0.17951;6;0.084
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";NON;2020-09-30;144;0.70939;113;0.51801;91;0.35219
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"d-]250;...[";NON;2020-09-30;1;11.5;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"c-]100;250]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;3;Autoconsommation sans injection;"d-]250;...[";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"a-]0;36]";OUI;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"c-]100;250]";NON;2020-06-30;46;10.1261;2;0.454;1;0.21
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";NON;2020-06-30;23;51.979;1;0.417;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"b-]36;100]";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";NON;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";OUI;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"b-]36;100]";NON;2021-03-31;2;0.1409;1;0.0759;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"d-]250;...[";NON;2021-03-31;0;0.0;0;0.0;1;11.5
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;2;Injection du surplus;"a-]0;36]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"c-]100;250]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"a-]0;36]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"c-]100;250]";NON;2020-12-31;3;0.589;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;2;Injection du surplus;"a-]0;36]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"b-]36;100]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"b-]36;100]";Non Dispo;2020-03-31;227;20.97211;26;2.45413;14;1.30306
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"a-]0;36]";Non Dispo;2020-03-31;59;1.1695;14;0.2497;12;0.2052
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"d-]250;...[";Non Dispo;2020-03-31;1;11.5;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";Non Dispo;2020-03-31;3;2.97;3;2.97;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"d-]250;...[";Non Dispo;2020-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";OUI;2021-06-30;2;0.0114;2;0.0084;2;0.0039
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"c-]100;250]";NON;2021-06-30;2;0.468;1;0.248;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"c-]100;250]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;3;Autoconsommation sans injection;"d-]250;...[";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";NON;2021-03-31;19;39.581;3;5.15;4;9.32
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"d-]250;...[";NON;2021-03-31;0;0.0;0;0.0;1;0.37
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"b-]36;100]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"c-]100;250]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"d-]250;...[";NON;2020-09-30;1;0.37;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";OUI;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;2;Injection du surplus;"a-]0;36]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"c-]100;250]";NON;2020-09-30;1;0.13;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";OUI;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";NON;2020-12-31;197;0.88484;158;0.66656;150;0.6822
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";NON;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"b-]36;100]";NON;2020-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"a-]0;36]";NON;2020-06-30;;;;;;
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";NON;2021-06-30;197;1.02609;233;1.11425;181;0.816
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;2;Injection du surplus;"a-]0;36]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;2;Injection du surplus;"a-]0;36]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";NON;2021-06-30;1;0.974;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"a-]0;36]";NON;2021-06-30;68;1.20761;12;0.2144;18;0.3182
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"b-]36;100]";NON;2021-06-30;255;23.84698;45;4.18174;30;2.69634
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"a-]0;36]";NON;2021-06-30;0;0.0;20;0.0553;20;0.0553
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"b-]36;100]";NON;2021-06-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";OUI;2021-09-30;4;0.02337;2;0.01197;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"b-]36;100]";NON;2021-09-30;2;0.12018;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;1;Injection totale;"a-]0;36]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;200;Eolien;2;Injection du surplus;"a-]0;36]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;1;Injection totale;"d-]250;...[";NON;2021-09-30;2;1.964;1;0.99;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"d-]250;...[";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"d-]250;...[";NON;2021-09-30;18;38.455;2;2.945;3;7.02
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;2;Injection du surplus;"a-]0;36]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"b-]36;100]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"a-]0;36]";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2021-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;1;Injection totale;"b-]36;100]";NON;2020-09-30;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"b-]36;100]";NON;2020-12-31;8;0.59022;3;0.25442;1;0.085
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;3;Autoconsommation sans injection;"b-]36;100]";NON;2020-12-31;1;0.065;1;0.065;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;300;Hydraulique;1;Injection totale;"b-]36;100]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;500;Cogénération;3;Autoconsommation sans injection;"d-]250;...[";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"a-]0;36]";NON;2020-12-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;1;Injection totale;"c-]100;250]";NON;2021-03-31;51;11.14873;5;1.15;9;1.938
84;Auvergne-Rhône-Alpes;26;Drôme;400;Bio énergie;1;Injection totale;"a-]0;36]";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;600;Autres;2;Injection du surplus;"d-]250;...[";NON;2021-03-31;0;0.0;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"b-]36;100]";NON;2020-06-30;5;0.31;0;0.0;0;0.0
84;Auvergne-Rhône-Alpes;26;Drôme;100;Photovoltaïque;2;Injection du surplus;"a-]0;36]";NON;2020-06-30;105;0.50701;79;0.33851;66;0.2955
